Unique ID,CG Number,E01,E12,E14,E15,E16,E17,E18,E20,A82,A84,A95,A131,A186,A377,A384,A398,avg_E,avg_A,log2FC,submitted_id,FBgn_ID
INC016E01,CG32529,2.07263,2.99373,3.28928,3.02652,2.21428,2.46188,2.77373,1,1.87838,2.01152,1.55556,1.27654,2.33297,1.93293,1.96828,1.88803,2.47900625,1.85552625,-0.417933498,CG32529,FBgn0052529
INC008C08,CG32532,1.35958,1.40707,1.39241,1.52456,1.45078,1.49585,1.44665,1.63652,1.51256,1.43053,1,1.48565,1.51748,1.42613,1.40982,1.4651,1.4641775,1.40590875,-0.0585875,CG32532,FBgn0052532
INC044H02,CG32541,1.21246,1.02613,1.04381,1,1.1841,1.26564,1.12066,1.09014,1.21728,1.11388,1.3549,1.21364,1.1286,1.30403,1.39251,1.15116,1.1178675,1.2345,0.14317764,CG32541,FBgn0264090
INC064F07,CG32542,1.46899,1.24421,1.2285,1.33306,1.47132,1.44317,1.46163,1.40029,1.264,1.18189,1,1.44828,1.15122,1.29373,1.33864,1.26508,1.38139625,1.242855,-0.152469221,CG32542,FBgn0085430
INC014E04,CG32547,1.50535,1.44001,1.40748,1.22042,1.26845,1.62194,1.35524,1.31882,1.12144,1.43464,1.21786,1.1818,1.26492,1.16326,1.2665,1,1.39221375,1.2063025,-0.206788997,CG32547,FBgn0052547
INC068D01,CG32548,1.15667,1.03319,1.11627,1.1332,1.19708,1.00289,1.22499,1.08838,1.3051,1.37999,1.6007,1.20363,1.14766,1.20288,1,1.07384,1.11908375,1.239225,0.147120146,CG32548,FBgn0052548
INC044D01,CG32556,1.17136,1.1231,1.11426,1.0825,1.2252,1.40996,1.06579,1.4347,1.307,1.3849,1.2528,1.39981,1.2179,1.38751,1.14293,1,1.20335875,1.26160625,0.068194904,CG32556,FBgn0263258
INC001H09,CG32561,1.45855,1.565,1.46344,1.60353,1.42471,1.17106,1.16331,1,1.16386,1.89328,1.43206,1.0892,1.61384,1.0834,1.43378,1.18007,1.3562,1.36118625,0.005294533,CG32561,FBgn0286809
INC119D12,CG3257,2.0711,2.46054,1.34934,1.3341,1.21995,1.30839,1.23164,1.91975,1.83687,1,1.47334,1.21187,1.05537,1.09847,1.99776,1.76455,1.61185125,1.42977875,-0.172926695,CG3257,FBgn0034978
INC018E08,CG32574,1.22807,1.3987,1.82903,1.01377,1.2185,1.3492,1.13688,1.19066,1.29699,1.27994,1.97498,1,1.15605,1.48011,1.46393,1.48794,1.29560125,1.3924925,0.104047792,CG32574,FBgn0052574
INC132D02,CG32577,2.04219,2.18084,1.03,1.42184,1.18002,2.11343,1.74654,1.25113,2.25578,1.6631,4.27536,1,3.05438,2.31716,2.32497,1.90149,1.62074875,2.34903,0.535404678,CG32577,FBgn0285879
INC062D03,CG32594,1.37738,1.0727,1.26503,1.24933,1.16677,1.17933,1.44482,1.57319,1.38173,1.08342,1,1.21018,1.17949,1.22709,1.2801,1.44844,1.29106875,1.22630625,-0.074246513,CG32594,FBgn0052594
INC025B08,CG32597,1.4935,1.71518,1.80539,1.48436,1.615,1.77989,1.40831,1.54285,1.711,1,1.3118,1.33948,1.71277,1.41166,1.35751,1.55702,1.60556,1.425155,-0.171957744,CG32597,FBgn0040153
INC066B02,CG32600,1,1.6136,1.49012,1.61282,1.62557,1.89564,1.70648,1.58582,2.18561,2.42669,2.2755,1.64032,2.41759,1.92123,2.28567,1.31708,1.56625625,2.05871125,0.394421229,CG32600,FBgn0052600
INC017B01,CG32603,1.09186,1.08199,1.16613,1.22169,1.38137,1.31941,1,1.04535,1.46142,1.1056,1.27985,1.3871,1.06697,1.15127,1.33642,1.76693,1.163475,1.319445,0.181491003,CG32603,FBgn0052603
INC091F02,CG32604,1.01487,2.17233,2.29646,1.41404,1.72397,1.46441,2.04195,1.55926,1.75168,1,1.45387,2.05982,1.32005,2.27505,1.42287,1.99207,1.71091125,1.65942625,-0.044080412,CG32604,FBgn0026713
INC019F10,CG32626,1.23411,1.11359,1.11535,1.05869,1.1437,1.28293,1.14356,1.1012,1.07983,1.22188,1.04499,1.05862,1.06183,1.09514,1,1.07405,1.14914125,1.0795425,-0.090136101,CG32626,FBgn0052626
INC075A09,CG32628,1.18201,1,1.14311,1.17705,1.18996,1.12423,1.19388,1.36573,1.21101,1.20155,1.14692,1.0697,1.09127,1.34862,1.19312,1.22972,1.17199625,1.18648875,0.017730468,CG32628,FBgn0265726
INC132H10,CG32647,1.50075,1.26131,1.15896,1.09529,1.12649,1.49043,1.39641,1.45199,1.33494,1.28555,1,1.2872,1.48031,1.30165,1.19863,1.24533,1.31020375,1.26670125,-0.048714876,CG32647,FBgn0052647
INC135H04,CG32648,1.46054,1.51884,1.52801,1,1.83007,2.31034,1.55858,1.01657,1.37273,1.75887,3.53583,1.25542,2.4566,1.18471,1.55939,1.45627,1.52786875,1.8224775,0.254380388,CG32648,FBgn0259171
INC017H05,CG32656,1.15619,1.84365,1.68062,2.13831,1.81339,1.36245,1.39913,2.06097,1.52162,1.62129,1,1.84074,1.17308,1.6745,1.33598,1.69098,1.68183875,1.48227375,-0.182227478,CG32656,FBgn0052656
INC035H02,CG32666,1.35412,1.0732,1.0785,1.04566,1.0579,1.2035,1.37401,1.46088,1.35227,1.01772,1,1.331,1.03521,1.27645,1.14175,1.05168,1.20597125,1.15076,-0.067608535,CG32666,FBgn0052666
INC053F08,CG3267,1.13624,1.22839,1.04771,1,1.30736,1.2954,1.47435,1.47317,1.5189,1.24109,1.18283,1.588,1.11604,1.48045,1.21622,1.45195,1.2453275,1.349435,0.11583029,CG3267,FBgn0042083
INC140A12,CG32672,1.3739,1.01905,1.14576,1.4123,1.49753,1.18608,1.34508,1.2847,1.63194,1.01115,1.11883,1,1.44069,1.4175,1.32996,1.75117,1.28305,1.337655,0.06012868,CG32672,FBgn0052672
INC009H06,CG3268,1.32977,1.28454,1.49336,1.63651,1.31633,1.34386,1,1.46458,1.20337,1.44233,1.45605,1.25622,1.17122,1.15639,1.23039,1.12557,1.35861875,1.2551925,-0.114232033,CG3268,FBgn0028579
INC042C06,CG32684,1.7479,2.67883,2.28567,2.66637,2.5553,1.47417,2.15813,2.19204,1.26698,1.42824,1,1.44491,1.1707,1.57069,1.80829,1.14321,2.21980125,1.3541275,-0.713066926,CG32684,FBgn0259170
INC011D11,CG32685,1.22715,1.34635,1.69048,1.70993,1.87772,1.55006,1,2.10055,1.93594,2.32188,1.50019,1.6392,1.57671,1.45384,1.36631,2.21019,1.56278,1.7505325,0.163679149,CG32685,FBgn0052685
INC007C12,CG3269,1,1.00952,1.51941,1.10459,1.34982,1.33761,1.37573,1.60018,1.53657,1.07953,1.44461,1.13917,1.39757,1.43864,1.0693,1.22572,1.2871075,1.29138875,0.004790811,CG3269,FBgn0014009
INC108E07,CG32694,1.23946,1.2535,1.25421,1.17551,1.44343,1.23494,1.08563,1.15211,1,1.05427,1.00042,1.11493,1.03564,1.13186,1.19542,1.1659,1.22984875,1.087305,-0.177724212,CG32694,FBgn0052694
INC120H09,CG32697,1.15785,1.27877,1.17909,1.12143,1.00056,1.13172,1.19404,1.50359,1.5726,1.4156,1,1.67605,1.24579,1.75663,1.76461,1.10247,1.19588125,1.44171875,0.269715613,CG32697,FBgn0028341
INC044H12,CG3270,1,1.59917,1.52537,1.48255,1.46621,1.3497,1.56711,1.52443,1.29474,1.39702,1.00811,1.39909,1.11237,1.56615,1.00105,1.26362,1.4393175,1.25526875,-0.197388597,CG3270,FBgn0033093
INC016G03,CG32732,1.92732,3.05422,5.80084,4.50513,5.1438,5.31093,4.78613,3.86814,5.83023,1,6.12362,3.66397,4.62803,3.85926,4.12909,4.93152,4.29956375,4.270715,-0.009712661,CG32732,FBgn0052732
INC058H12,CG32742,1.45299,1.43473,1.64232,1.3459,1.42697,1.29168,1.26386,1.35896,1.09801,1.29897,1.55444,1.21371,1.19105,1,1.06113,1.13153,1.40217625,1.193605,-0.23234222,CG32742,FBgn0028360
INC097F09,CG32778,1.40111,1.25626,1.26872,1.21182,1.23132,1.37889,1.39685,1.40078,1.2471,1.16244,1,1.3661,1.21268,1.32272,1.23875,1.18683,1.31821875,1.2170775,-0.115168759,CG32778,FBgn0263772
INC108F10,CG32795,1,1.72942,1.18554,1.33483,1.33117,1.20934,1.30455,1.11471,1.38706,1.48604,1.02659,1.3922,1.09313,1.29292,1.14171,1.38468,1.276195,1.27554125,-0.000739231,CG32795,FBgn0040384
INC021E03,CG32796,1.50336,1.34098,1.36917,1,1.19262,1.27415,1.37169,1.81916,1.76793,1.26692,1.82195,1.31059,1.30294,1.1652,1.30774,1.25515,1.35889125,1.3998025,0.042793286,CG32796,FBgn0040388
INC066F04,CG32809,1.5328,1.64037,1.72821,1.81422,1.41503,1.80719,1.28893,1.57882,1.43794,1.62773,1,1.80671,1.66972,1.89826,1.85021,1.64991,1.60069625,1.61756,0.015119661,CG32809,FBgn0023531
INC049B10,CG32810,1.23678,1.50591,1.56921,1.13847,1.18558,1.48994,1.11746,1.26246,1.18281,1.13938,1.28518,1.17941,1.82152,1.12407,1.17628,1,1.31322625,1.23858125,-0.084426982,CG32810,FBgn0025394
INC071F09,CG3284,1.18326,1.45663,1.61299,1.76143,1.83012,1.28491,1.02579,1.64898,1.57465,1.00985,1,2.29529,1.18313,2.80526,1.08975,1.36528,1.47551375,1.54040125,0.062088834,CG3284,FBgn0004855
INC012H10,CG32843,1.33287,1,1.32439,1.74305,1.61021,1.57366,1.55089,1.42807,1.31517,1.71919,1.33143,1.80758,1.37687,2.05855,1.47984,1.35657,1.4453925,1.55565,0.106056197,CG32843,FBgn0052843
INC091H04,CG32849,1.299,1.07139,1.15065,1.28756,1.18321,1,1.04858,1.04142,1.35831,1.63839,1.7343,1.2361,1.30355,1.07673,1.16513,1.19484,1.13522625,1.33841875,0.237549707,CG32849,FBgn0042710
INC129B02,CG32859,1.48783,1.48361,1.35429,1.12823,1.50237,1.4424,1.72509,1,1.36941,2.24948,1.50098,1.06898,1.61169,1.91641,1.97827,2.03243,1.3904775,1.71595625,0.30343237,CG32859,FBgn0040368
INC099E02,CG3291,1.25416,1.04186,1.08511,1.116,1.07127,1.10995,1.18433,1.19495,1.17923,1.26918,1.03767,1.16739,1,1.2201,1.11929,1.15427,1.13220375,1.14339125,0.014185548,CG3291,FBgn0020261
INC040C06,CG3294,1.06813,1.17855,1.25778,1.29594,1.06671,1.16136,1.04789,1.04802,1.15469,1.23203,1.43885,1.30625,1.28377,1,1.33095,1.38166,1.1405475,1.266025,0.150579362,CG3294,FBgn0031628
INC022H08,CG3295,1.56182,1.74047,1.85272,1.79129,1.48073,1.47201,1.39325,1.38524,1.34566,1.08139,1.17712,1,1.00633,1.21899,1.25261,1.30732,1.58469125,1.1736775,-0.43316574,CG3295,FBgn0034573
INC008A06,CG32975,1.32225,1.1119,1.28377,1.13125,1.17198,1.16537,1.27887,1.33224,1.13381,1.10761,1,1.31347,1.05701,1.23892,1.1983,1.06792,1.22470375,1.13963,-0.103867305,CG32975,FBgn0028875
INC026E03,CG32982,1.08449,1.13883,1.11489,1.00105,1,1.07635,1.16683,1.09476,1.12135,1.02875,1.00359,1.13054,1.03082,1.14322,1.10455,1.15842,1.08465,1.090155,0.007303692,CG32982,FBgn0052982
INC016E09,CG3301,1,1.39397,1.82772,3.22478,3.49446,3.15762,2.01825,1.60169,5.11327,3.34513,3.55797,4.02281,3.85516,5.74541,4.7826,4.35895,2.21481125,4.3476625,0.973056196,CG3301,FBgn0038878
INC114H11,CG3302,2.39061,1,1.88223,2.00348,1.00695,3.84494,2.49759,2.39217,2.04965,2.66955,1.62073,2.22533,5.09676,2.19675,3.30147,2.40508,2.12724625,2.695665,0.341654169,CG3302,FBgn0013767
INC017A08,CG3304,1.50232,1.11003,1.18735,1.29427,1.51752,1.15158,1.07663,1.39309,1.23053,1.04901,1,1.1485,1.07105,1.16786,1.2394,1.22399,1.27909875,1.1412925,-0.164459064,CG3304,FBgn0085423
INC123D05,CG3305,1.2342,1.1634,1.22118,1.16667,1.2623,1.0875,1.20573,1.15732,1,1.11973,1.06668,1.09423,1.09269,1.09211,1.04993,1.01065,1.1872875,1.0657525,-0.155796884,CG3305,FBgn0032949
INC031C02,CG33056,1.75629,1.33727,1.05671,1,1.33936,1.6661,1.85128,1.96143,1.36446,2.28219,1.21194,1.28811,1.69653,1.41032,1.73033,1.68166,1.496055,1.5831925,0.081673469,CG33056,FBgn0053056
INC075H01,CG3308,1.72824,1.51194,2.07772,1.63978,1.88288,1.7911,1.55356,1.3039,1.55116,1.32771,1,1.21202,1.57435,1.13929,1.25554,1.41794,1.68614,1.30975125,-0.364431489,CG3308,FBgn0038877
INC153F08,CG33080,1.1872,1,2.0941,1.81889,1.20126,1.18685,1.95413,1.50476,2.3745,1.70571,1.42163,2.19992,1.42766,1.87591,1.57293,1.75052,1.49339875,1.7910975,0.262244445,CG33080,FBgn0053080
INC008H06,CG33087,1.59276,1.69955,1.82692,1.29884,1.51656,1.7774,1.02702,1.65687,1.70447,2.35383,1,1.61277,1.31194,1.54034,1.34782,1.2852,1.54949,1.51954625,-0.028152858,CG33087,FBgn0053087
INC082B12,CG33095,1.64167,1.54688,1.4493,1.23339,1.54469,1.21971,1.33924,1.34688,1,1.42997,1.09277,1.24884,1.4172,1.17105,1.2278,1.22198,1.41522,1.22620125,-0.206830561,CG33095,FBgn0053095
INC004B07,CG33097,1.38463,1.86909,2.27398,1.77829,1.48832,1.85799,1.52114,1.71266,1.24139,1.7004,1.47643,1,1.51991,1.3887,1.38678,1.29449,1.7357625,1.3760125,-0.335075985,CG33097,FBgn0261641
INC012H11,CG33103,1.72018,1.6011,1,1.53102,1.55714,1.65658,1.35461,1.26055,1.41911,1.47742,1.08298,1.58046,1.16511,1.19645,1.8174,1.78265,1.4601475,1.4401975,-0.019847446,CG33103,FBgn0003137
INC144H03,CG33110,1.29714,1.2129,1.2953,1.30414,1.26239,1.34525,1.35776,1.46076,1.19821,1.2832,1,1.36644,1.13898,1.27064,1.26333,1.1895,1.316955,1.2137875,-0.117690181,CG33110,FBgn0053110
INC127G12,CG33111,1.70696,1.31919,1,1.29438,1.34626,1.54555,1.1956,1.26459,1.45441,1.81493,1.28374,1.29402,1.31278,1.3209,1.63374,1.27643,1.33406625,1.42386875,0.093985854,CG33111,FBgn0053111
INC106H08,CG33129,1.38245,1.34597,1.38871,1.15439,1.16371,1.13795,1.28058,1.14019,1.10833,1.3087,1.02505,1.10634,1.15333,1.1703,1.11006,1,1.24924375,1.12276375,-0.15400061,CG33129,FBgn0053129
INC078E09,CG33130,1.16522,1.41222,1.79597,1.81679,1.46287,1.50773,1.47755,1.92226,1.29081,1.02082,1.52354,1,1.22533,1.49368,1.9816,1.5083,1.57007625,1.38051,-0.185633286,CG33130,FBgn0263197
INC093B08,CG33131,1.18924,1.09389,1.00609,1.4073,1.07387,1.27422,1.63945,1.29207,1.08159,2.01027,1,1.4755,1.24541,1.51731,1.60046,1.1441,1.24701625,1.38433,0.150707632,CG33131,FBgn0033052
INC003H08,CG33138,1.16904,1.3781,1.01541,1.33863,1.48887,1.13815,1,1.13056,1.31993,2.40704,2.11954,1.60034,1.6462,1.63149,1.77022,1.90534,1.207345,1.8000125,0.576168939,CG33138,FBgn0053138
INC123D06,CG3314,1.02817,1.14475,1.155,1.01719,1.0812,1.02772,1.07497,1.11469,1,1.26825,1.15388,1.04946,1.06004,1.12871,1.01149,1.03286,1.08046125,1.08808625,0.010145588,CG3314,FBgn0014026
INC020E06,CG33144,1.39982,1.04187,1.33031,1.33206,1.49326,1.71437,1.15491,1.1673,1.25396,1.22765,1.12855,1,1.26273,1.02625,1.54927,1.3891,1.3292375,1.22968875,-0.112305702,CG33144,FBgn0053144
INC024H10,CG3315,1.082,1.22812,1.30098,1.14265,1.16883,1.0743,1.26863,1.95992,1.2321,1.23387,1.40748,1,1.27264,1.40008,1.23291,1.03984,1.27817875,1.227365,-0.058525259,CG3315,FBgn0029752
INC076B12,CG3318,3.12717,3.31373,1,1.0503,2.53989,2.85749,1.9744,1.53267,1.87476,1.6319,1.5524,1.93133,2.33068,2.25768,2.24275,2.22728,2.17445625,2.0060975,-0.116262957,CG3318,FBgn0019643
INC036F09,CG33180,1.60355,1.25426,1.28834,1.28925,1.47734,1.24375,1.33301,1.15984,1.33246,1.27294,1.37042,1.05678,1,1.14406,1.42431,1.40279,1.3311675,1.25047,-0.09022167,CG33180,FBgn0053180
INC014C12,CG33181,1.25808,1.30913,1.24627,1,1.17531,1.35174,1.24804,1.09617,1.13854,1.15317,1.04342,1.08915,1.01961,1.10138,1.03648,1.03274,1.2105925,1.07681125,-0.168947931,CG33181,FBgn0053181
INC006F01,CG33182,1.73178,1.71838,1.73295,2.02687,1.55023,1.59719,1.07807,1.411,1.14295,1.55179,1.11597,1,1.34209,1.68672,1.34141,1.09168,1.60580875,1.28407625,-0.322569206,CG33182,FBgn0053182
INC089G02,CG33189,1.3135,1.26101,1.36701,1.4537,1.31682,1.664,1.87615,1.37077,1.77636,1.18456,1.97343,1.50691,1.327,1.50082,1,1.39988,1.45287,1.45862,0.005698462,CG33189,FBgn0053189
INC019E02,CG33205,1.05015,1.09463,1.0364,1.17188,1.21238,1.08104,1.0141,1,1.16503,1.1011,1.05308,1.34419,1.05408,1.20034,1.07826,1.09197,1.0825725,1.13600625,0.069507127,CG33205,FBgn0264489
INC038D08,CG33209,1.07767,1.04729,1.04827,1.18578,1.33891,1.22824,1.71051,1.30733,1.44893,1.3381,1.59024,1.19978,1.03875,1.3151,1.49341,1,1.243,1.30303875,0.068053691,CG33209,FBgn0259236
INC076G01,CG3323,1.86087,1.72317,1.62577,1.65587,1.59247,1.25153,1.68988,1.62254,1.41164,1.70336,1.69757,1.64987,1.15761,1.38929,1.33254,1,1.6277625,1.417735,-0.199302325,CG3323,FBgn0029750
INC011G08,CG33253,1.44166,1.30106,1.48671,1.12831,1.00715,1.30912,1.04198,1.26042,1,1.14466,1.08653,1.14527,1.11307,1.198,1.29254,1.04961,1.24705125,1.12871,-0.143845895,CG33253,FBgn0030992
INC017A01,CG33254,1.18198,1.00427,1.03259,1.35263,1,1.32985,1.2461,1.22636,1.57615,1.35432,1.6551,1.47846,1.45565,1.76605,1.51211,1.54712,1.1717225,1.54312,0.397219321,CG33254,FBgn0085359
INC128D02,CG33259,1.44618,1.56903,1.53517,1.48075,1,1.21278,1.38422,1.3987,1.25457,1.38133,1.13829,1.30191,1.40167,1.31307,1.32888,1.16563,1.37835375,1.28566875,-0.100427216,CG33259,FBgn0036495
INC058D11,CG3327,1.32582,1.10856,1.17665,1.19421,1.19447,1.21433,1.18959,1.31035,1.31219,1.20568,1,1.17338,1.04705,1.29554,1.2094,1.02106,1.2142475,1.1580375,-0.068380544,CG3327,FBgn0020445
INC133C12,CG33271,2.35055,3.76244,4.17498,1,2.43533,3.22283,2.68298,3.03523,2.20031,1.79813,3.30053,1.33995,3.22678,1.15631,2.00003,3.01236,2.8330425,2.2543,-0.329672724,CG33271,FBgn0053271
INC147B05,CG33272,2.72737,4.17157,3.84053,1.06405,3.11124,3.68478,3.06976,3.58811,2.7017,2.11186,4.0537,1.54886,3.69823,1,2.24845,3.47049,3.15717625,2.60416125,-0.277816019,CG33272,FBgn0053272
INC026G07,CG3328,1.89276,1.74592,1.83146,1.73774,1.71441,2.27116,1.65907,1.83189,1.57704,1,1.88684,1.76922,2.0449,1.66943,1.73019,2.3015,1.83555125,1.74739,-0.071011757,CG3328,FBgn0034985
INC076F03,CG3330,1.30785,1.2706,1.3759,1.29212,1.33471,1.08692,1.39476,1,1.53192,1.41877,1.92349,1.22909,1.54336,1.24976,1.25518,1.25496,1.2578575,1.42581625,0.180819577,CG3330,FBgn0039511
INC112B04,CG33305,1.24244,1.46593,1.15738,1.47313,1.42335,1.49543,1.79276,1.61662,1.53147,1.48002,1,1.4232,1.48166,2.09174,1.31382,1.47493,1.45838,1.474605,0.015961872,CG33305,FBgn0259822
INC029H09,CG33306,1,2.10968,1.78853,1.69304,1.45581,1.7057,1.14822,1.07561,1.89064,1.6344,1.5337,1.66691,1.68248,1.57156,1.77614,2.22463,1.49707375,1.7475575,0.223194631,CG33306,FBgn0053306
INC118E05,CG33316,1.65169,1.41137,1.49402,1.53859,1.39579,1.58419,1.62789,1.76024,1.54214,1.42195,1,1.67359,1.31053,1.62163,1.48222,1.4312,1.5579725,1.4354075,-0.118209404,CG33316,FBgn0263873
INC026H02,CG3332,1.30483,1.60963,1.13282,1.49671,1.40644,1.11336,1.70153,1.0611,1.43839,1.06652,1.15968,1.38613,1,1.12679,1.06748,1.51964,1.3533025,1.22057875,-0.148918978,CG3332,FBgn0031514
INC062B05,CG33322,1.47593,2.04854,1.51293,1.22214,1.54002,1.46333,1.50082,1,1.44652,1.26361,2.21693,1.19769,1.80076,1.64291,1.67571,1.12479,1.47046375,1.546115,0.072376412,CG33322,FBgn0053322
INC006A08,CG33340,1.08073,1.07924,1.1304,1.26739,1.14317,1,1.22196,1.02417,1.35141,1.25932,1.81128,1.15372,1.12325,1.07969,1.05126,1.02552,1.1183825,1.23193125,0.139508055,CG33340,FBgn0053340
INC073G02,CG33466,1.34795,1.03407,1,1.07992,1.49456,1.02105,1.28459,1.13902,1.0081,1.65574,1.14378,1.26885,1.33444,1.3141,1.41178,1.78222,1.175145,1.36487625,0.215931371,CG33466,FBgn0259878
INC053F09,CG3347,1.27717,1.00489,1.63037,1.42467,1.25457,1.0703,1,1.12713,1.31534,1.11819,1.4522,1.55999,1.25694,1.40964,1.1349,1.67922,1.2236375,1.3658025,0.158572654,CG3347,FBgn0031513
INC036G01,CG33514,1.80075,2.03157,1.84099,1.33579,2.24676,2.35423,2.02153,1.78792,2.20281,2.43784,1.42847,1,2.5945,1.81671,2.34386,1.93751,1.9274425,1.9702125,0.03166342,CG33514,FBgn0053514
INC104H01,CG33521,1,1.65692,2.0039,2.08587,1.82632,1.37073,1.42568,1.11816,1.56167,1.30144,1.49762,1.57585,1.83017,2.08247,1.79744,1.60459,1.5609475,1.65640625,0.085634536,CG33521,FBgn0250819
INC025D09,CG33523,1.12076,1.08012,1.2775,1.16856,1.2244,1.10763,1.14583,1.11873,1.13084,1.12373,1.20531,1.2078,1.03469,1.1063,1,1.13875,1.15544125,1.1184275,-0.046972166,CG33523,FBgn0053523
INC029A12,CG3354,1.23617,1.24962,1.29092,1.30056,1.22642,1.09945,1.2903,1.01152,1.30827,1.2069,1.63738,1,1.36079,1.29068,1.29298,1.06299,1.21312,1.26999875,0.06610481,CG3354,FBgn0086915
INC013D02,CG33547,1.10273,1.05736,1.12365,1.1306,1.08742,1.04592,1.03341,1.10686,1.13161,1.03206,1.03692,1.13513,1,1.091,1.06695,1.11445,1.08599375,1.076015,-0.013317611,CG33547,FBgn0053547
INC057H02,CG33548,1.04197,1,1.19205,1.19482,1.47737,1.17818,1.47649,1.18356,1.14524,1.20103,1.51521,1.85068,1.04382,2.01184,1.55678,1.19314,1.218055,1.4397175,0.241206477,CG33548,FBgn0053548
INC043H01,CG33549,1.92357,1.33357,1.56601,1.53337,1.23368,1.47322,1.51749,1.45519,1.1944,1.75975,1,1.18169,1.01767,1.44127,1.46752,1.24618,1.5045125,1.28856,-0.223536377,CG33549,FBgn0261836
INC036E07,CG33558,1.25076,1.07083,1.1175,1.21069,1.14543,1.29255,1.2353,1.3131,1.31329,1.30113,1,1.30723,1.21981,1.32174,1.19983,1.22988,1.20452,1.23661375,0.037936604,CG33558,FBgn0053558
INC080A01,CG3356,1.26092,1.47224,1.47187,1.8873,2.1086,1.69187,1.5703,1.95724,1.50656,1.87483,1,1.44036,1.29226,1.49633,1.49352,1.57583,1.6775425,1.45996125,-0.200419239,CG3356,FBgn0034989
INC080F05,CG3361,1.00646,1.42149,1.50546,1.2394,1.39912,1.18481,1.1237,1.11049,1.38963,1,1.33679,1.28227,1.08818,1.19106,1.06419,1.11136,1.24886625,1.182935,-0.078248174,CG3361,FBgn0039507
INC085F08,CG3367,1.68923,1.32178,1.31027,1.22577,1.13817,1.40505,1.11375,1.8257,1.31024,1,1.13447,1.44035,1.73878,1.63774,1.74713,1.41021,1.378715,1.427365,0.05003004,CG3367,FBgn0259242
INC085H12,CG3373,1.01872,1.33525,1.15757,1.14601,1.31244,1.10001,1,1.30285,1.08546,1.29818,1.09023,1.19632,1.22284,1.31601,1.37918,1.29831,1.17160625,1.23581625,0.076976454,CG3373,FBgn0015737
INC128E05,CG3379,1.07821,1.14026,1.17281,1.09501,1.31609,1.32208,1.20525,1.27781,1.34995,1.17007,1.76076,1,1.49995,1.28558,1.13801,1.41807,1.20094,1.32779875,0.144872424,CG3379,FBgn0013981
INC154B11,CG3394,1.87462,1.92182,2.33084,1.56656,1.23884,1.82108,1.51628,1.66486,1.94905,1.79681,1.22365,1.21312,1,1.79143,2.29486,1.89081,1.7418625,1.64496625,-0.08257276,CG3394,FBgn0034999
INC120G05,CG3395,1.10832,1.12975,1.12368,1.06012,1.13955,1.10812,1.22515,1.18278,1.13807,1.08954,1.20819,1.09034,1.07103,1.2071,1,1.12919,1.13468375,1.1166825,-0.023071206,CG3395,FBgn0010408
INC128H01,CG3399,1.74083,1.30799,1.25827,1.14007,1.43394,1.18472,1.11838,1.09755,1.08636,1.42779,1.55863,1.3453,1.17366,1.16491,1.24267,1,1.28521875,1.249915,-0.040183945,CG3399,FBgn0000256
INC033G04,CG3400,2.31688,1.75083,1.99368,1.79602,2.00526,2.05114,1.62869,1.99938,1.57051,1.91834,1.04877,1,1.25019,1.50805,1.54397,1.79128,1.942735,1.45388875,-0.418172243,CG3400,FBgn0027621
INC089F10,CG3403,1.17921,1.34016,1.35346,1.4349,1.37102,1.01445,1.41843,1.46002,1.29604,1.04207,1.76983,1.56462,1,1.29374,1.22092,1.22651,1.32145625,1.30171625,-0.02171366,CG3403,FBgn0259483
INC119F06,CG3408,1.74277,1.46453,1.72894,1.90488,1.69245,1,1.13145,1.39091,2.20523,1.12117,2.94823,1.58622,1.57845,1.86402,1.79295,1.5813,1.50699125,1.83469625,0.283870192,CG3408,FBgn0036008
INC156F10,CG3412,1.46758,1.3217,1.34437,1.18257,1.2404,1.13474,1.28962,1.62756,1,1.13929,1.01103,1.3007,1.05027,1.27733,1.26108,1.05712,1.3260675,1.1371025,-0.221791907,CG3412,FBgn0283468
INC036F04,CG3413,1.8371,1.45417,1.28545,1.64318,1.44876,1.44097,1.23708,1.68499,1.43424,1.58787,1,1.31983,1.23705,1.06622,1.01056,1.33923,1.5039625,1.249375,-0.267562028,CG3413,FBgn0034718
INC031F08,CG3415,1.1472,1.30011,1.35344,1.34847,1.36926,1.3666,1.38475,1.36328,1.22756,1.24067,1,1.59507,1.15883,1.37312,1.23346,1.29112,1.32913875,1.26497875,-0.071378567,CG3415,FBgn0030731
INC076E05,CG3416,1.13051,1.39363,1.9529,1.15886,1.16619,1.20178,1.25331,1.42475,1.13466,1.27451,1.41285,1.24219,1.20725,1.22785,1.28267,1,1.33524125,1.2227475,-0.126973915,CG3416,FBgn0002787
INC120G01,CG3422,1.06557,1.13577,1.25101,1.10586,1.37015,1.13419,1.34899,1.31148,1.14067,1.15613,1,1.09553,1.12439,1.36689,1.06059,1.10141,1.2153775,1.13070125,-0.104186693,CG3422,FBgn0004066
INC093G11,CG3431,1.28727,1.40544,1.40867,1.65316,1.34303,1,1.49943,2.13449,2.10311,1.84236,2.52087,1.68365,1.6258,1.70978,1.45733,1.60755,1.46643625,1.81880625,0.310677512,CG3431,FBgn0011327
INC041E03,CG3433,1.20004,1.33902,1,1.32474,1.2776,1.19751,1.55491,1.12887,1.25925,1.37118,1.49696,1.39583,1.23148,1.95139,1.84408,1.29074,1.25283625,1.48011375,0.240510193,CG3433,FBgn0021944
